2500.000000	0.00822439
2495.000000	0.01452052
2490.000000	0.00734125
2485.000000	0.0099293
2480.000000	0.00957251
2475.000000	0.01290696
2470.000000	0.01220674
2465.000000	0.00868238
2460.000000	0.0083159
2455.000000	0.01115781
2450.000000	0.01200597
2445.000000	0.0099716
2440.000000	0.01184249
2435.000000	0.00955415
2430.000000	0.01192612
2425.000000	0.01202597
2420.000000	0.01020102
2415.000000	0.01345492
2410.000000	0.00846835
2405.000000	0.0098528
2400.000000	0.01216403
2395.000000	0.01131487
2390.000000	0.00879539
2385.000000	0.01141201
2380.000000	0.01193542
2375.000000	0.01188153
2370.000000	0.01232246
2365.000000	0.00980049
2360.000000	0.01268674
2355.000000	0.01216293
2350.000000	0.01338561
2345.000000	0.01351473
2340.000000	0.01214306
2335.000000	0.01253359
2330.000000	0.01458942
2325.000000	0.01032766
2320.000000	0.01183607
2315.000000	0.01106675
2310.000000	0.01175597
2305.000000	0.01418557
2300.000000	0.01458281
2295.000000	0.01403254
2290.000000	0.01244798
2285.000000	0.01267315
2280.000000	0.01380454
2275.000000	0.01251964
2270.000000	0.01337159
2265.000000	0.01275697
2260.000000	0.01256557
2255.000000	0.01195874
2250.000000	0.01262089
2245.000000	0.01218006
2240.000000	0.01284668
2235.000000	0.01337307
2230.000000	0.01269777
2225.000000	0.01333174
2220.000000	0.01195321
2215.000000	0.01249977
2210.000000	0.01274303
2205.000000	0.01274383
2200.000000	0.01304763
2195.000000	0.01573112
2190.000000	0.01525461
2185.000000	0.01356649
2180.000000	0.01411405
2175.000000	0.01459118
2170.000000	0.01414823
2165.000000	0.01501443
2160.000000	0.01392759
2155.000000	0.01485341
2150.000000	0.01462066
2145.000000	0.01475555
2140.000000	0.01539121
2135.000000	0.01477616
2130.000000	0.01461419
2125.000000	0.01570636
2120.000000	0.01621049
2115.000000	0.01666849
2110.000000	0.01656028
2105.000000	0.01581218
2100.000000	0.014527
2095.000000	0.01492342
2090.000000	0.01574912
2085.000000	0.01521769
2080.000000	0.01620254
2075.000000	0.01713648
2070.000000	0.01665968
2065.000000	0.01653174
2060.000000	0.01738829
