300	1.522	0.992
310	1.323	0.647
320	0.8105	0.578667
330	0.408444	0.785444
340	0.259	1.12
350	0.223286	1.34857
360	0.196455	1.53273
370	0.192364	1.63727
380	0.197217	1.7187
390	0.1882	1.838
400	0.173	1.95
410	0.17321	2.0708
420	0.16759	2.1845
430	0.15869	2.2835
440	0.15758	2.3741
450	0.15261	2.4695
460	0.14326	2.5677
470	0.13544	2.6601
480	0.13107	2.746
490	0.12998	2.8291
500	0.13	2.9171
510	0.12993	3.0104
520	0.13011	3.099
530	0.1302	3.1791
540	0.12877	3.2571
550	0.12512	3.3381
560	0.12109	3.4205
570	0.1189	3.5018
580	0.11906	3.5807
590	0.1209	3.657
600	0.12379	3.731
610	0.12729	3.8047
620	0.13104	3.8808
630	0.13465	3.961
640	0.13768	4.0442
650	0.1397	4.1282
660	0.14034	4.2113
670	0.14004	4.2926
680	0.13968	4.372
690	0.14012	4.4491
700	0.14187	4.5242
710	0.1443	4.598
720	0.14662	4.6714
730	0.14805	4.7452
740	0.14806	4.8202
750	0.14699	4.8963
760	0.14536	4.9735
770	0.14368	5.0515
780	0.14247	5.1302
790	0.14194	5.2095
800	0.14205	5.289
810	0.14274	5.3686
820	0.14395	5.4479
830	0.14561	5.5267
840	0.1477	5.605
850	0.15023	5.6824
860	0.15321	5.7589
870	0.15665	5.8344
880	0.16058	5.9089
890	0.16501	5.982
900	0.16988	6.0541
910	0.17506	6.1251
920	0.18042	6.1954
930	0.18582	6.2652
940	0.19112	6.3348
950	0.1962	6.4043
960	0.20093	6.4739
970	0.20527	6.5439
980	0.20925	6.614
990	0.21292	6.6845
1000	0.21631	6.7552
1010	0.219041	6.82723
1020	0.221773	6.89926
1030	0.224504	6.97129
1040	0.227236	7.04333
1050	0.229967	7.11536
1060	0.232699	7.18739
1070	0.23543	7.25942
1080	0.238162	7.33145
1090	0.240893	7.40348
1100	0.243625	7.47551
1110	0.246356	7.54755
1120	0.249088	7.61958
1130	0.253071	7.69177
1140	0.259973	7.76434
1150	0.266876	7.8369
1160	0.273779	7.90947
1170	0.280681	7.98204
1180	0.287584	8.0546
1190	0.294487	8.12717
1200	0.301389	8.19973
1210	0.308292	8.2723
1220	0.315195	8.34487
1230	0.322097	8.41743
1240	0.329	8.49
1250	0.333462	8.56077
1260	0.337923	8.63154
1270	0.342385	8.70231
1280	0.346846	8.77308
1290	0.351308	8.84385
1300	0.355769	8.91462
1310	0.361029	8.98227
1320	0.367087	9.04682
1330	0.373144	9.11137
1340	0.379202	9.17592
1350	0.38526	9.24047
1360	0.391317	9.30501
1370	0.397375	9.36956
1380	0.403433	9.43411
1390	0.40949	9.49866
1400	0.415548	9.56321
1410	0.42133	9.62922
1420	0.424631	9.70841
1430	0.427932	9.78761
1440	0.431233	9.8668
1450	0.434534	9.946
1460	0.437835	10.0252
1470	0.441136	10.1044
1480	0.444437	10.1836
1490	0.447738	10.2628
1500	0.451039	10.342
1510	0.45434	10.4212
1520	0.458092	10.4958
1530	0.461958	10.5692
1540	0.465824	10.6426
1550	0.469689	10.7161
1560	0.473555	10.7895
1570	0.47742	10.863
1580	0.481286	10.9364
1590	0.485151	11.0099
1600	0.489017	11.0833
1610	0.492882	11.1568
1620	0.496748	11.2302
1630	0.500613	11.3037
1640	0.50456	11.3747
1650	0.508516	11.4455
1660	0.512473	11.5162
1670	0.516429	11.587
1680	0.520385	11.6578
1690	0.524341	11.7285
1700	0.528297	11.7993
1710	0.532253	11.8701
1720	0.536209	11.9408
1730	0.540248	12.0187
1740	0.544307	12.0983
1750	0.548366	12.1779
1760	0.552426	12.2575
1770	0.556485	12.3371
1780	0.560545	12.4167
1790	0.564604	12.4963
1800	0.568663	12.5759
1810	0.572723	12.6555
1820	0.576782	12.7351
1830	0.580847	12.809
1840	0.584915	12.8805
1850	0.588983	12.952
1860	0.593051	13.0234
1870	0.597119	13.0949
1880	0.601186	13.1664
1890	0.605254	13.2378
1900	0.609322	13.3093
1910	0.61339	13.3808
1920	0.617458	13.4522
1930	0.621525	13.5237
1940	0.625593	13.5952
1950	0.629661	13.6667
1960	0.633729	13.7381
1970	0.637797	13.8096
1980	0.641864	13.8811
1990	0.645932	13.9525
2000	0.65	14.024
2010	0.655794	14.0938
2020	0.661589	14.1636
2030	0.667383	14.2334
2040	0.673178	14.3033
2050	0.678972	14.3731
2060	0.684766	14.4429
2070	0.690561	14.5127
2080	0.696355	14.5825
2090	0.70215	14.6523
2100	0.707944	14.7221
2110	0.713738	14.7919
2120	0.719533	14.8618
2130	0.725327	14.9316
2140	0.731121	15.0014
2150	0.736916	15.0712
2160	0.74271	15.141
2170	0.748505	15.2108
2180	0.754299	15.2806
2190	0.760093	15.3504
2200	0.765888	15.4203
2210	0.771682	15.4901
2220	0.777671	15.5586
2230	0.783788	15.6262
2240	0.789906	15.6939
2250	0.796024	15.7615
2260	0.802141	15.8292
2270	0.808259	15.8968
2280	0.814376	15.9645
2290	0.820494	16.0321
2300	0.826612	16.0998
2310	0.832729	16.1674
2320	0.838847	16.2351
2330	0.844965	16.3027
2340	0.851082	16.3704
2350	0.8572	16.438
2360	0.863318	16.5056
2370	0.869435	16.5733
2380	0.875553	16.6409
2390	0.882241	16.7162
2400	0.88931	16.7966
2410	0.896379	16.8769
2420	0.903448	16.9572
2430	0.910517	17.0376
2440	0.917586	17.1179
2450	0.924655	17.1983
2460	0.931724	17.2786
2470	0.938793	17.359
2480	0.945862	17.4393
2490	0.952931	17.5197
2500	0.96	17.6
